EmployeeID,Age,Department,DistanceFromHome,JobRole,MonthlyIncome,OverTime,YearsAtCompany,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Attrition,PerformanceRating
E671,33,Sales,9,Sales Executive,5450,Yes,9,2,2,1,12,3,Yes,3
E672,28,Research & Development,4,Research Scientist,3950,No,5,3,3,2,6,2,No,3
E673,44,Sales,1,Sales Executive,6850,No,18,4,3,1,23,3,No,4
E674,39,Research & Development,16,Laboratory Technician,5750,Yes,13,2,2,3,17,3,No,3
E675,51,Sales,12,Manager,9700,No,24,4,4,3,30,4,No,4
E676,25,Human Resources,6,Human Resources,3550,Yes,3,1,1,2,4,1,Yes,2
E677,36,Sales,8,Sales Representative,4850,No,10,3,3,1,14,2,No,3
E678,40,Research & Development,22,Research Scientist,6650,No,15,4,3,1,20,3,No,4
E679,32,Sales,5,Sales Executive,5050,Yes,7,2,2,2,10,2,Yes,3
E680,47,Research & Development,3,Laboratory Technician,6550,No,21,4,4,4,26,4,No,4
E681,29,Sales,10,Sales Executive,4750,Yes,6,2,2,1,7,2,Yes,3
E682,54,Research & Development,5,Manager,10900,No,29,4,3,2,34,5,No,4
E683,31,Human Resources,14,Human Resources,4250,Yes,5,1,1,3,9,2,Yes,2
E684,43,Sales,1,Sales Representative,6050,No,16,4,3,1,21,3,No,4
E685,35,Research & Development,8,Laboratory Technician,5150,Yes,9,2,2,2,13,2,No,3
E686,24,Sales,4,Sales Executive,3450,No,2,3,3,1,3,1,No,3
E687,48,Research & Development,11,Research Scientist,7750,No,23,4,3,3,27,4,No,4
E688,37,Human Resources,2,Human Resources,5250,Yes,11,2,2,2,15,3,Yes,3
E689,33,Sales,13,Sales Executive,5550,No,10,3,3,1,12,2,No,3
E690,50,Research & Development,18,Research Scientist,8300,No,21,4,4,4,29,3,No,4
E691,26,Sales,6,Sales Representative,3850,Yes,4,2,1,1,5,2,Yes,2
E692,45,Sales,3,Sales Executive,7250,No,19,4,3,2,24,4,No,4
E693,32,Research & Development,9,Laboratory Technician,4950,Yes,7,2,2,3,11,2,No,3
E694,28,Human Resources,5,Human Resources,3950,No,5,3,3,2,6,2,No,3
E695,53,Research & Development,1,Manager,10300,No,26,4,4,5,32,5,No,4
E696,39,Sales,20,Sales Executive,6150,Yes,12,2,2,1,18,3,Yes,3
E697,34,Research & Development,14,Research Scientist,5650,No,11,3,3,2,15,3,No,3
E698,22,Sales,8,Sales Representative,3050,Yes,1,1,1,1,1,1,Yes,2
E699,41,Human Resources,12,Manager,8000,No,17,4,3,3,23,4,No,4
E700,36,Research & Development,4,Laboratory Technician,5350,Yes,10,2,2,2,14,2,No,3
E701,49,Sales,10,Sales Executive,8400,No,22,3,3,4,27,3,No,4
E702,27,Sales,1,Sales Representative,3550,Yes,4,2,2,1,4,2,Yes,2
E703,44,Research & Development,6,Research Scientist,7150,No,18,4,4,1,22,3,No,4
E704,31,Human Resources,15,Human Resources,4450,Yes,6,1,1,3,10,2,Yes,2
E705,55,Sales,3,Manager,11900,No,31,4,4,2,35,5,No,4
E706,29,Research & Development,12,Laboratory Technician,4250,No,5,3,3,2,7,2,No,3
E707,38,Sales,5,Sales Executive,5950,Yes,11,2,2,1,16,3,Yes,3
E708,42,Research & Development,2,Research Scientist,6750,No,16,4,3,1,20,3,No,4
E709,25,Sales,9,Sales Representative,3350,Yes,3,1,1,1,3,1,Yes,2
E710,46,Human Resources,13,Manager,8900,No,21,4,4,4,25,4,No,4
E711,34,Sales,5,Sales Executive,5250,No,7,3,3,1,10,2,No,3
E712,41,Research & Development,12,Research Scientist,6350,No,15,4,3,2,20,3,No,4
E713,28,Sales,8,Sales Representative,3550,Yes,4,1,2,1,5,2,Yes,3
E714,47,Human Resources,6,Manager,9000,No,19,4,4,3,26,4,No,4
E715,33,Research & Development,10,Laboratory Technician,5050,Yes,8,2,2,4,12,2,No,3
E716,30,Sales,2,Sales Executive,4850,No,6,3,3,1,8,3,No,3
E717,39,Research & Development,18,Research Scientist,6250,Yes,11,2,2,2,16,2,Yes,3
E718,51,Sales,14,Sales Executive,8100,No,24,4,3,4,30,4,No,4
E719,25,Research & Development,6,Laboratory Technician,3350,Yes,3,1,1,1,4,2,Yes,2
E720,37,Human Resources,9,Human Resources,5250,No,11,4,3,2,15,3,No,3
E721,42,Sales,15,Sales Executive,6550,No,16,3,3,1,21,3,No,4
E722,28,Research & Development,4,Laboratory Technician,3950,Yes,5,2,2,2,7,2,No,3
E723,55,Sales,1,Manager,12000,No,33,4,4,3,36,5,No,4
E724,34,Sales,7,Sales Representative,4750,No,10,3,3,1,12,2,No,3
E725,31,Research & Development,11,Research Scientist,5450,Yes,8,2,2,1,10,2,Yes,3
E726,48,Human Resources,20,Manager,9500,No,22,4,3,5,30,4,No,4
E727,26,Sales,5,Sales Representative,3450,Yes,3,1,1,1,4,1,Yes,2
E728,44,Research & Development,8,Research Scientist,7350,No,17,4,4,2,23,3,No,4
E729,35,Sales,12,Sales Executive,5650,Yes,10,2,2,1,13,2,Yes,3
E730,53,Research & Development,2,Manager,10400,No,27,4,4,4,33,5,No,4
E731,29,Human Resources,6,Human Resources,4050,No,5,3,3,2,7,2,No,3
E732,40,Sales,14,Sales Executive,6350,Yes,13,2,2,1,19,3,Yes,3
E733,32,Research & Development,7,Laboratory Technician,4750,No,8,3,3,3,11,2,No,3
E734,56,Sales,10,Manager,11900,No,34,4,4,2,38,5,No,4
E735,24,Research & Development,14,Research Scientist,3250,Yes,2,1,1,1,2,1,Yes,2
E736,43,Sales,9,Sales Representative,5950,No,16,4,3,1,21,3,No,4
E737,38,Human Resources,4,Human Resources,5450,Yes,11,2,2,2,15,3,Yes,3
E738,50,Research & Development,11,Research Scientist,8500,No,23,4,4,3,28,3,No,4
E739,27,Sales,2,Sales Executive,3950,No,5,3,3,1,6,2,No,3
E740,45,Sales,16,Sales Executive,7250,No,19,4,3,2,24,4,No,4
E741,34,Research & Development,5,Laboratory Technician,5050,Yes,9,2,2,3,13,2,No,3
E742,52,Human Resources,7,Manager,9700,No,25,4,3,5,31,4,No,4
E743,31,Sales,12,Sales Representative,4350,Yes,6,2,1,1,8,2,Yes,3
E744,47,Research & Development,3,Research Scientist,8000,No,21,4,4,1,26,3,No,4
E745,36,Sales,10,Sales Executive,5650,No,11,3,3,2,14,2,No,3
E746,29,Research & Development,14,Laboratory Technician,4150,Yes,6,2,2,2,7,2,No,3
E747,54,Sales,5,Manager,10600,No,28,4,4,4,34,5,No,4
E748,35,Human Resources,8,Human Resources,4850,Yes,10,2,2,3,12,2,Yes,3
E749,42,Research & Development,19,Research Scientist,7100,No,17,4,3,1,22,3,No,4
E750,26,Sales,4,Sales Representative,3550,Yes,4,1,1,1,5,1,Yes,2
E751,49,Sales,6,Sales Executive,8200,No,23,3,3,2,29,4,No,4
E752,33,Research & Development,9,Laboratory Technician,4950,Yes,8,2,2,1,11,2,No,3
E753,51,Human Resources,17,Manager,9600,No,24,4,3,5,30,4,No,4
E754,28,Sales,2,Sales Executive,3850,Yes,5,2,2,1,6,2,Yes,3
E755,40,Research & Development,13,Research Scientist,6550,No,15,4,3,1,20,3,No,4
E756,32,Sales,10,Sales Representative,4550,No,7,3,3,2,9,2,No,3
E757,45,Sales,3,Sales Executive,7500,No,20,4,3,3,25,4,No,4
E758,30,Research & Development,7,Laboratory Technician,4250,Yes,6,2,2,2,8,2,No,3
E759,53,Human Resources,11,Manager,10300,No,27,4,4,4,32,5,No,4
E760,34,Sales,5,Sales Representative,4750,Yes,9,2,1,1,11,2,Yes,3
E761,46,Research & Development,2,Research Scientist,7800,No,21,4,3,1,25,3,No,4
E762,37,Sales,12,Sales Executive,6100,Yes,12,3,2,2,16,3,Yes,3
E763,31,Research & Development,16,Laboratory Technician,4450,No,7,3,3,2,10,2,No,3
E764,48,Sales,7,Sales Executive,8300,No,22,4,4,4,28,4,No,4
E765,25,Human Resources,5,Human Resources,3650,Yes,4,1,1,2,5,1,Yes,2
E766,42,Sales,4,Sales Executive,6800,No,16,3,3,1,21,3,No,4
E767,29,Research & Development,13,Laboratory Technician,4150,Yes,6,2,2,3,8,2,No,3
E768,56,Sales,9,Manager,12000,No,32,4,4,2,38,5,No,4
E769,35,Research & Development,3,Research Scientist,5800,No,11,3,3,2,15,3,No,3
E770,51,Human Resources,16,Manager,9700,No,23,4,3,5,29,4,No,4
E771,33,Sales,11,Sales Executive,5500,Yes,9,2,2,1,13,3,Yes,3
E772,28,Research & Development,5,Research Scientist,4050,No,6,3,3,2,7,2,No,3
E773,44,Sales,2,Sales Executive,7100,No,18,4,3,1,23,3,No,4
E774,40,Research & Development,17,Laboratory Technician,5900,Yes,14,2,2,3,18,3,No,3
E775,52,Sales,13,Manager,9900,No,25,4,4,3,31,4,No,4
E776,26,Human Resources,7,Human Resources,3750,Yes,4,1,1,2,6,1,Yes,2
E777,37,Sales,9,Sales Representative,4950,No,11,4,3,1,15,2,No,3
E778,41,Research & Development,23,Research Scientist,6800,No,16,4,3,1,21,3,No,4
E779,33,Sales,6,Sales Executive,5200,Yes,8,2,2,2,11,2,Yes,3
E780,48,Research & Development,4,Laboratory Technician,6700,No,22,4,4,4,27,4,No,4
E781,30,Sales,11,Sales Executive,4900,Yes,7,2,2,1,8,2,Yes,3
E782,55,Research & Development,6,Manager,11200,No,30,4,3,2,35,5,No,4
E783,32,Human Resources,15,Human Resources,4400,Yes,6,1,1,3,10,2,Yes,2
E784,44,Sales,2,Sales Representative,6200,No,17,4,3,1,22,3,No,4
E785,36,Research & Development,9,Laboratory Technician,5300,Yes,10,2,2,2,14,2,No,3
E786,25,Sales,5,Sales Executive,3600,No,3,3,3,1,4,1,No,3
E787,49,Research & Development,12,Research Scientist,7900,No,24,4,3,3,28,4,No,4
E788,38,Human Resources,3,Human Resources,5400,Yes,12,2,2,2,16,3,Yes,3
E789,34,Sales,14,Sales Executive,5700,No,11,3,3,1,13,2,No,3
E790,51,Research & Development,19,Research Scientist,8400,No,22,4,4,4,30,3,No,4
E791,27,Sales,7,Sales Representative,4000,Yes,5,2,1,1,6,2,Yes,2
E792,46,Sales,4,Sales Executive,7400,No,20,4,3,2,25,4,No,4
E793,33,Research & Development,10,Laboratory Technician,5100,Yes,8,2,2,3,12,2,No,3
E794,29,Human Resources,6,Human Resources,4100,No,6,3,3,2,7,2,No,3
E795,54,Research & Development,2,Manager,10400,No,27,4,4,5,33,5,No,4
E796,40,Sales,21,Sales Executive,6300,Yes,13,2,2,1,19,3,Yes,3
E797,35,Research & Development,15,Research Scientist,5800,No,12,3,3,2,16,3,No,3
E798,23,Sales,9,Sales Representative,3200,Yes,2,1,1,1,2,1,Yes,2
E799,42,Human Resources,13,Manager,8100,No,18,4,3,3,24,4,No,4
E800,37,Research & Development,5,Laboratory Technician,5500,Yes,11,2,2,2,15,2,No,3
E801,36,Sales,11,Sales Executive,5850,No,12,3,3,2,16,2,No,3
E802,28,Sales,2,Sales Representative,3700,Yes,5,2,2,1,6,2,Yes,2
E803,45,Research & Development,7,Research Scientist,7300,No,19,4,4,1,23,3,No,4
E804,32,Human Resources,16,Human Resources,4600,Yes,7,1,1,3,11,2,Yes,2
E805,56,Sales,4,Manager,12000,No,32,4,4,2,36,5,No,4
E806,30,Research & Development,13,Laboratory Technician,4400,No,6,3,3,2,8,2,No,3
E807,39,Sales,6,Sales Executive,6100,Yes,12,2,2,1,17,3,Yes,3
E808,43,Research & Development,3,Research Scientist,6900,No,17,4,3,1,21,3,No,4
E809,26,Sales,10,Sales Representative,3500,Yes,4,1,1,1,4,1,Yes,2
E810,47,Human Resources,14,Manager,9000,No,22,4,4,4,26,4,No,4
E811,34,Sales,3,Sales Executive,5200,No,8,3,3,1,11,2,No,3
E812,41,Research & Development,16,Research Scientist,6500,No,16,4,3,2,21,3,No,4
E813,27,Sales,6,Sales Representative,3600,Yes,4,2,1,1,5,2,Yes,2
E814,46,Sales,2,Sales Executive,7400,No,19,4,3,2,24,4,No,4
E815,33,Research & Development,10,Laboratory Technician,5000,Yes,8,2,2,3,12,2,No,3
E816,29,Human Resources,5,Human Resources,4000,No,6,3,3,2,7,2,No,3
E817,54,Research & Development,2,Manager,10500,No,27,4,4,5,33,5,No,4
E818,41,Sales,18,Sales Executive,6300,Yes,14,2,2,1,20,3,Yes,3
E819,35,Research & Development,12,Research Scientist,5800,No,11,3,3,2,15,3,No,3
E820,24,Sales,8,Sales Representative,3300,Yes,2,1,1,1,3,2,Yes,2
E821,49,Human Resources,15,Manager,9300,No,22,4,4,3,28,4,No,4
E822,37,Sales,4,Sales Representative,5400,No,12,3,3,1,16,3,No,3
E823,50,Research & Development,12,Research Scientist,8600,No,24,4,3,4,30,4,No,4
E824,28,Sales,3,Sales Executive,3900,Yes,5,2,2,1,6,2,Yes,2
E825,44,Research & Development,7,Research Scientist,7300,No,19,4,4,1,23,3,No,4
E826,32,Human Resources,14,Human Resources,4600,Yes,7,1,1,3,11,2,Yes,2
E827,55,Sales,2,Manager,11900,No,31,4,4,2,35,5,No,4
E828,30,Research & Development,9,Laboratory Technician,4300,No,7,3,3,2,9,2,No,3
E829,39,Sales,5,Sales Executive,6000,Yes,11,2,2,1,16,3,Yes,3
E830,42,Research & Development,1,Research Scientist,6700,No,17,4,3,1,21,3,No,4
E831,25,Sales,7,Sales Representative,3400,Yes,3,1,1,1,4,1,Yes,2
E832,46,Human Resources,12,Manager,8900,No,20,4,4,4,26,4,No,4
E833,33,Research & Development,8,Laboratory Technician,4900,Yes,8,2,2,3,12,2,No,3
E834,51,Sales,10,Sales Executive,8200,No,23,3,3,2,29,4,No,4
E835,28,Research & Development,4,Research Scientist,4100,Yes,6,2,1,1,7,1,Yes,2
E836,37,Human Resources,16,Human Resources,5500,No,12,4,3,2,15,3,No,3
E837,34,Sales,6,Sales Executive,5300,Yes,9,2,2,1,11,2,Yes,3
E838,43,Research & Development,2,Research Scientist,7300,No,18,4,3,3,22,3,No,4
E839,24,Sales,13,Sales Representative,3300,Yes,2,1,1,1,2,2,Yes,2
E840,52,Sales,5,Manager,10200,No,27,4,4,4,33,4,No,4
E841,30,Research & Development,7,Laboratory Technician,4400,No,7,3,3,2,9,2,No,3
E842,47,Human Resources,9,Manager,8700,No,21,4,3,5,28,4,No,4
E843,35,Sales,2,Sales Executive,5500,Yes,10,2,2,1,14,3,Yes,3
E844,27,Research & Development,14,Research Scientist,3900,No,4,3,3,1,5,2,No,3
E845,45,Sales,6,Sales Executive,7400,No,20,4,3,2,25,4,No,4
E846,32,Research & Development,1,Laboratory Technician,5100,Yes,8,2,2,3,11,2,No,3
E847,54,Human Resources,3,Manager,9900,No,28,4,4,3,33,5,No,4
E848,39,Sales,10,Sales Executive,6300,Yes,13,2,1,1,19,3,Yes,3
E849,26,Research & Development,5,Research Scientist,4000,No,4,3,3,2,4,2,No,3
E850,44,Sales,1,Sales Executive,7000,No,17,4,3,1,22,3,No,4
E851,31,Human Resources,15,Human Resources,4600,Yes,7,1,1,3,11,2,Yes,2
E852,51,Research & Development,8,Research Scientist,8600,No,23,4,3,5,30,4,No,4
E853,33,Sales,2,Sales Representative,4800,No,8,3,3,1,11,2,No,3
E854,28,Research & Development,12,Laboratory Technician,4200,Yes,5,2,2,2,7,2,No,3
E855,49,Sales,4,Manager,9300,No,22,4,4,3,28,4,No,4
E856,37,Human Resources,2,Human Resources,5400,Yes,11,2,2,2,15,3,Yes,3
E857,34,Research & Development,9,Research Scientist,5900,No,12,3,3,1,15,3,No,3
E858,42,Sales,7,Sales Executive,6700,No,16,4,3,2,21,3,No,4
E859,25,Sales,13,Sales Representative,3500,Yes,3,1,1,1,3,1,Yes,2
E860,53,Research & Development,1,Manager,10600,No,27,4,4,4,34,5,No,4
E861,30,Human Resources,6,Human Resources,4200,No,6,3,3,2,8,2,No,3
E862,46,Sales,5,Sales Executive,7900,No,20,4,3,3,26,4,No,4
E863,35,Research & Development,11,Laboratory Technician,5500,Yes,10,2,2,2,13,2,No,3
E864,27,Sales,3,Sales Representative,3800,No,4,3,3,1,5,2,No,3
E865,44,Human Resources,2,Manager,9000,No,18,4,4,4,24,4,No,4
E866,32,Sales,17,Sales Executive,5300,Yes,8,2,1,1,11,2,Yes,3
E867,55,Research & Development,4,Research Scientist,9000,No,30,4,3,2,35,3,No,4
E868,29,Sales,2,Sales Representative,4300,No,6,3,3,1,7,2,No,3
E869,41,Research & Development,9,Laboratory Technician,6500,Yes,15,2,2,3,20,3,No,3
E870,36,Human Resources,1,Human Resources,5100,No,9,4,3,2,14,3,No,3
E871,48,Sales,12,Sales Executive,8000,No,22,4,3,2,27,4,No,4
E872,26,Research & Development,2,Research Scientist,4100,Yes,4,2,2,1,4,1,Yes,2
E873,43,Sales,6,Sales Executive,6900,No,16,4,4,1,21,3,No,4
E874,31,Human Resources,10,Human Resources,4700,Yes,6,1,1,3,10,2,Yes,2
E875,50,Research & Development,3,Manager,9600,No,23,4,3,4,29,5,No,4
E876,33,Sales,14,Sales Representative,5000,No,9,3,3,1,12,2,No,3
E877,28,Research & Development,7,Laboratory Technician,4400,Yes,6,2,2,2,7,2,No,3
E878,52,Sales,2,Manager,10900,No,26,4,4,2,33,4,No,4
E879,37,Human Resources,4,Human Resources,5600,No,11,3,3,3,16,3,No,3
E880,34,Sales,11,Sales Executive,5800,Yes,10,2,2,1,13,2,Yes,3
E881,45,Research & Development,2,Research Scientist,7500,No,19,4,3,1,23,3,No,4
E882,24,Sales,9,Sales Representative,3400,Yes,2,1,1,1,2,1,Yes,2
E883,49,Human Resources,13,Manager,9200,No,21,4,4,5,28,4,No,4
E884,31,Sales,1,Sales Executive,5100,No,7,3,3,2,9,2,No,3
E885,40,Research & Development,10,Laboratory Technician,6200,Yes,14,2,2,3,19,3,No,3
E886,36,Sales,5,Sales Representative,5000,No,9,4,3,1,12,2,No,3
E887,47,Research & Development,3,Research Scientist,8100,No,21,4,3,2,26,4,No,4
E888,25,Human Resources,8,Human Resources,3900,Yes,3,1,1,2,4,1,Yes,2
E889,42,Sales,2,Sales Executive,6600,No,15,4,4,1,20,3,No,4
E890,32,Research & Development,12,Laboratory Technician,5300,Yes,8,2,2,2,11,2,No,3
E891,53,Sales,4,Manager,10400,No,26,4,3,4,32,4,No,4
E892,30,Human Resources,1,Human Resources,4400,No,6,3,3,1,8,2,No,3
E893,46,Research & Development,7,Research Scientist,8000,No,20,4,4,1,25,3,No,4
E894,35,Sales,15,Sales Executive,5700,Yes,11,2,2,2,14,3,Yes,3
E895,27,Research & Development,2,Laboratory Technician,4000,No,5,3,3,1,6,2,No,3
E896,51,Sales,6,Manager,9800,No,24,4,3,3,30,4,No,4
E897,33,Human Resources,9,Human Resources,4900,Yes,7,2,2,3,12,2,Yes,3
E898,38,Research & Development,2,Research Scientist,6300,No,13,4,3,2,18,3,No,4
E899,29,Sales,4,Sales Representative,4100,No,5,3,3,1,6,2,No,3
E900,54,Sales,18,Manager,11300,No,28,4,4,5,35,5,No,4
E901,35,Sales,2,Sales Executive,5150,No,8,3,3,1,10,2,No,3
E902,40,Research & Development,15,Research Scientist,6250,No,12,4,3,2,18,3,No,4
E903,26,Sales,7,Sales Representative,3450,Yes,3,1,2,1,4,2,Yes,3
E904,45,Human Resources,4,Manager,8850,No,18,4,4,3,25,4,No,4
E905,32,Research & Development,9,Laboratory Technician,4950,Yes,7,2,2,4,11,2,No,3
E906,29,Sales,1,Sales Executive,4650,No,6,3,3,1,7,3,No,3
E907,38,Research & Development,20,Research Scientist,6050,Yes,10,2,2,2,15,2,Yes,3
E908,50,Sales,12,Sales Executive,7850,No,22,4,3,4,28,4,No,4
E909,24,Research & Development,5,Laboratory Technician,3250,Yes,2,1,1,1,2,2,Yes,2
E910,36,Human Resources,8,Human Resources,5050,No,10,4,3,2,14,3,No,3
E911,41,Sales,14,Sales Executive,6350,No,14,3,3,1,19,3,No,4
E912,27,Research & Development,3,Laboratory Technician,3850,Yes,4,2,2,2,6,2,No,3
E913,54,Sales,2,Manager,10850,No,28,4,4,3,34,5,No,4
E914,33,Sales,6,Sales Representative,4550,No,9,3,3,1,11,2,No,3
E915,30,Research & Development,10,Research Scientist,5350,Yes,7,2,2,1,9,2,Yes,3
E916,47,Human Resources,18,Manager,9250,No,21,4,3,5,29,4,No,4
E917,25,Sales,4,Sales Representative,3350,Yes,2,1,1,1,3,1,Yes,2
E918,43,Research & Development,7,Research Scientist,7150,No,16,4,4,2,22,3,No,4
E919,34,Sales,11,Sales Executive,5550,Yes,9,2,2,1,12,2,Yes,3
E920,52,Research & Development,1,Manager,10150,No,26,4,4,4,32,5,No,4
E921,28,Human Resources,5,Human Resources,3950,No,4,3,3,2,6,2,No,3
E922,39,Sales,13,Sales Executive,6150,Yes,12,2,2,1,18,3,Yes,3
E923,31,Research & Development,6,Laboratory Technician,4650,No,7,3,3,3,10,2,No,3
E924,55,Sales,9,Manager,11550,No,32,4,4,2,36,5,No,4
E925,23,Research & Development,12,Research Scientist,3150,Yes,1,1,1,1,1,1,Yes,2
E926,42,Sales,8,Sales Representative,5850,No,15,4,3,1,20,3,No,4
E927,37,Human Resources,3,Human Resources,5250,Yes,10,2,2,2,14,3,Yes,3
E928,49,Research & Development,10,Research Scientist,8250,No,22,4,4,3,27,3,No,4
E929,26,Sales,1,Sales Executive,3850,No,4,3,3,1,5,2,No,3
E930,44,Sales,15,Sales Executive,7050,No,18,4,3,2,23,4,No,4
E931,33,Research & Development,4,Laboratory Technician,4950,Yes,8,2,2,3,12,2,No,3
E932,51,Human Resources,6,Manager,9450,No,24,4,3,5,30,4,No,4
E933,30,Sales,11,Sales Representative,4250,Yes,5,2,1,1,7,2,Yes,3
E934,46,Research & Development,2,Research Scientist,7850,No,20,4,4,1,25,3,No,4
E935,35,Sales,9,Sales Executive,5450,No,10,3,3,2,13,2,No,3
E936,28,Research & Development,13,Laboratory Technician,4050,Yes,5,2,2,2,6,2,No,3
E937,53,Sales,4,Manager,10250,No,27,4,4,4,33,5,No,4
E938,34,Human Resources,7,Human Resources,4750,Yes,9,2,2,3,11,2,Yes,3
E939,41,Research & Development,18,Research Scientist,6850,No,16,4,3,1,21,3,No,4
E940,25,Sales,3,Sales Representative,3450,Yes,3,1,1,1,4,1,Yes,2
E941,48,Sales,5,Sales Executive,7950,No,22,3,3,2,28,4,No,4
E942,32,Research & Development,8,Laboratory Technician,4850,Yes,7,2,2,1,10,2,No,3
E943,50,Human Resources,16,Manager,9350,No,23,4,3,5,29,4,No,4
E944,27,Sales,1,Sales Executive,3750,Yes,4,2,2,1,5,2,Yes,3
E945,39,Research & Development,12,Research Scientist,6450,No,14,4,3,1,19,3,No,4
E946,31,Sales,9,Sales Representative,4450,No,6,3,3,2,8,2,No,3
E947,44,Sales,2,Sales Executive,7250,No,19,4,3,3,24,4,No,4
E948,29,Research & Development,6,Laboratory Technician,4150,Yes,5,2,2,2,7,2,No,3
E949,52,Human Resources,10,Manager,10050,No,26,4,4,4,31,5,No,4
E950,33,Sales,4,Sales Representative,4650,Yes,8,2,1,1,10,2,Yes,3
E951,45,Research & Development,1,Research Scientist,7550,No,20,4,3,1,24,3,No,4
E952,36,Sales,11,Sales Executive,5850,Yes,11,3,2,2,15,3,Yes,3
E953,30,Research & Development,15,Laboratory Technician,4350,No,6,3,3,2,9,2,No,3
E954,47,Sales,6,Sales Executive,8050,No,21,4,4,4,27,4,No,4
E955,24,Human Resources,4,Human Resources,3550,Yes,3,1,1,2,4,1,Yes,2
E956,41,Sales,3,Sales Executive,6550,No,15,3,3,1,20,3,No,4
E957,28,Research & Development,12,Laboratory Technician,4050,Yes,5,2,2,3,7,2,No,3
E958,55,Sales,8,Manager,11850,No,31,4,4,2,37,5,No,4
E959,34,Research & Development,2,Research Scientist,5650,No,10,3,3,2,14,3,No,3
E960,50,Human Resources,15,Manager,9450,No,22,4,3,5,28,4,No,4
E961,32,Sales,10,Sales Executive,5350,Yes,8,2,2,1,12,3,Yes,3
E962,27,Research & Development,4,Research Scientist,3950,No,5,3,3,2,6,2,No,3
E963,43,Sales,1,Sales Executive,6950,No,17,4,3,1,22,3,No,4
E964,39,Research & Development,16,Laboratory Technician,5750,Yes,13,2,2,3,17,3,No,3
E965,51,Sales,12,Manager,9650,No,24,4,4,3,30,4,No,4
E966,25,Human Resources,6,Human Resources,3650,Yes,3,1,1,2,5,1,Yes,2
E967,36,Sales,8,Sales Representative,4850,No,10,4,3,1,14,2,No,3
E968,40,Research & Development,22,Research Scientist,6650,No,15,4,3,1,20,3,No,4
E969,32,Sales,5,Sales Executive,5050,Yes,7,2,2,2,10,2,Yes,3
E970,47,Research & Development,3,Laboratory Technician,6550,No,21,4,4,4,26,4,No,4
E971,29,Sales,10,Sales Executive,4750,Yes,6,2,2,1,7,2,Yes,3
E972,54,Research & Development,5,Manager,10850,No,29,4,3,2,34,5,No,4
E973,31,Human Resources,14,Human Resources,4250,Yes,5,1,1,3,9,2,Yes,2
E974,43,Sales,1,Sales Representative,6050,No,16,4,3,1,21,3,No,4
E975,35,Research & Development,8,Laboratory Technician,5150,Yes,9,2,2,2,13,2,No,3
E976,24,Sales,4,Sales Executive,3450,No,2,3,3,1,3,1,No,3
E977,48,Research & Development,11,Research Scientist,7750,No,23,4,3,3,27,4,No,4
E978,37,Human Resources,2,Human Resources,5250,Yes,11,2,2,2,15,3,Yes,3
E979,33,Sales,13,Sales Executive,5550,No,10,3,3,1,12,2,No,3
E980,50,Research & Development,18,Research Scientist,8250,No,21,4,4,4,29,3,No,4
E981,26,Sales,6,Sales Representative,3850,Yes,4,2,1,1,5,2,Yes,2
E982,45,Sales,3,Sales Executive,7250,No,19,4,3,2,24,4,No,4
E983,32,Research & Development,9,Laboratory Technician,4950,Yes,7,2,2,3,11,2,No,3
E984,28,Human Resources,5,Human Resources,3950,No,5,3,3,2,6,2,No,3
E985,53,Research & Development,1,Manager,10250,No,26,4,4,5,32,5,No,4
E986,39,Sales,20,Sales Executive,6150,Yes,12,2,2,1,18,3,Yes,3
E987,34,Research & Development,14,Research Scientist,5650,No,11,3,3,2,15,3,No,3
E988,22,Sales,8,Sales Representative,3050,Yes,1,1,1,1,1,1,Yes,2
E989,41,Human Resources,12,Manager,7950,No,17,4,3,3,23,4,No,4
E990,36,Research & Development,4,Laboratory Technician,5350,Yes,10,2,2,2,14,2,No,3
E991,49,Sales,10,Sales Executive,8350,No,22,3,3,4,27,3,No,4
E992,27,Sales,1,Sales Representative,3550,Yes,4,2,2,1,4,2,Yes,2
E993,44,Research & Development,6,Research Scientist,7150,No,18,4,4,1,22,3,No,4
E994,31,Human Resources,15,Human Resources,4450,Yes,6,1,1,3,10,2,Yes,2
E995,55,Sales,3,Manager,11850,No,31,4,4,2,35,5,No,4
E996,29,Research & Development,12,Laboratory Technician,4250,No,5,3,3,2,7,2,No,3
E997,38,Sales,5,Sales Executive,5950,Yes,11,2,2,1,16,3,Yes,3
E998,42,Research & Development,2,Research Scientist,6750,No,16,4,3,1,20,3,No,4
E999,25,Sales,9,Sales Representative,3350,Yes,3,1,1,1,3,1,Yes,2
E1000,46,Human Resources,13,Manager,8850,No,21,4,4,4,25,4,No,4
E1001,34,Sales,5,Sales Executive,5250,No,7,3,3,1,10,2,No,3
E1002,41,Research & Development,12,Research Scientist,6350,No,15,4,3,2,20,3,No,4
E1003,28,Sales,8,Sales Representative,3550,Yes,4,1,2,1,5,2,Yes,3
E1004,47,Human Resources,6,Manager,8950,No,19,4,4,3,26,4,No,4
E1005,33,Research & Development,10,Laboratory Technician,5050,Yes,8,2,2,4,12,2,No,3
E1006,30,Sales,2,Sales Executive,4850,No,6,3,3,1,8,3,No,3
E1007,39,Research & Development,18,Research Scientist,6250,Yes,11,2,2,2,16,2,Yes,3
